ccid,customer,date_check,logistic_status,provider,serviceGroup,installedTerminalSerialNumber,orderNumber,uninstalledTerminalSerialNumber
89550312000151094670,723746004,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547643.0,6G646772
89551018142000118519,723746004,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547645.0,6G646769
89550534150014361253,723746004,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547646.0,6G649924
89550532180051943673,723746004,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547653.0,6G451220
89551018142000970828,155041843,2019-06-01,GOOD,SC - BLUMENAU STONE PAGAMENTOS,DESINSTALAÇÃO,,2547746.0,6C163865
89550312000120506200,155041843,2019-06-01,GOOD,SC - BLUMENAU STONE PAGAMENTOS,DESINSTALAÇÃO,,2547751.0,6C628470
89551025342000676760,187968379,2019-06-01,GOOD,RJ - BOTAFOGO STONE PAGAMENTOS,DESINSTALAÇÃO,,2547573.0,6C862774
89550531190028048051,723746004,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547779.0,6C632151
89551025342000598865,189234131,2019-06-01,GOOD,SP - CARAGUATATUBA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547832.0,6C835402
89550312000121664370,546298655,2019-06-01,GOOD,SP - CENTRO 1 STONE PAGAMENTOS,DESINSTALAÇÃO,,2547925.0,6c218688
89550462000010036555,123945659,2019-06-01,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548385.0,68891621
89550531190028163330,310682725,2019-06-01,GOOD,DF - BRASILIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548459.0,68876854
89551025142003932743,310682725,2019-06-01,GOOD,DF - BRASILIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548471.0,68877460
8955316929871213373,487538416,2019-06-01,GOOD,MG - UBERABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548048.0,6C860139
89555405100005275561,141647206,2019-06-01,GOOD,DF - BRASILIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548444.0,51611798
89551018142001872320,196142930,2019-06-01,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,2548583.0,6C215077
89550312000120522561,172835086,2019-06-01,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,2546344.0,6G652884
8955311829994994021,563427835,2019-06-01,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547913.0,6C177582
89551025142011943542,571618982,2019-06-01,GOOD,SP - PINHEIROS STONE PAGAMENTOS,DESINSTALAÇÃO,,2548700.0,6C837648
89550532150014919706,919309618,2019-06-01,GOOD,MG - UBERLANDIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548699.0,6C577767
89551018142000186490,109477574,2019-06-01,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,2548764.0,6G660195
89551020142001402207,112036104,2019-06-01,GOOD,SC - BLUMENAU STONE PAGAMENTOS,DESINSTALAÇÃO,,2548884.0,6G656134
89550534180025692321,122348938,2019-06-01,GOOD,DF - BRASILIA 3 STONE PAGAMENTOS,DESINSTALAÇÃO,,2546308.0,6G440166
89551022142002306082,208560118,2019-06-01,GOOD,RJ - ZONA SUL RIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2547405.0,51618045
89551017142001342275,417291977,2019-06-01,GOOD,SP - ATIBAIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2548254.0,6C191650
89551018142001501101,194402439,2019-06-01,GOOD,PR - CASCAVEL STONE PAGAMENTOS,DESINSTALAÇÃO,,2549005.0,6G440349
89550531180046263493,103626216,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2547579.0,6C634691
89550531190028054505,222244639,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2549036.0,6C831247
89551018142000156717,172235466,2019-06-01,GOOD,MS - CAMPO GRANDE STONE PAGAMENTOS,DESINSTALAÇÃO,,2548973.0,68881280
89551025142007304196,112633717,2019-06-01,GOOD,MG - SAO LOURENÇO FRANQUIA,DESINSTALAÇÃO,,2548882.0,6C183057
89551021142001285320,222244639,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2549063.0,6C195421
89550534120014443252,222244639,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2549070.0,68871338
8955311929888144343,614223720,2019-06-01,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,2547293.0,6C854536
89550531150006877335,614223720,2019-06-01,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,2547294.0,51623098
89550532120023528301,193014957,2019-06-01,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547684.0,6C090680
89550312000092111104,906377995,2019-06-01,GOOD,MG - UBERLANDIA STONE PAGAMENTOS,DESINSTALAÇÃO,,2547694.0,6C184130
89550534120014250475,973720896,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2548489.0,51545588
8955311929903957620,973720896,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2548490.0,68834227
89551017142001553103,973720896,2019-06-01,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,2548492.0,6C569226
89550312000120563896,194753126,2019-06-01,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,2548348.0,68859060
89551021142002130178,861669740,2019-06-01,GOOD,AL - MACEIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2549235.0,6C585711
89550534120024193012,119052855,2019-06-01,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,2549299.0,6C164886
89551025342000127236,984857776,2019-06-01,GOOD,RS - PASSO FUNDO STONE PAGAMENTOS,DESINSTALAÇÃO,,2549288.0,6c626538
8955316929871205700,126094043,2019-06-01,GOOD,SP - MOGI STONE PAGAMENTOS,DESINSTALAÇÃO,,2546027.0,6C608613
89551018142001589452,163849916,2019-06-01,GOOD,SP - SAO JOSE DO RIO PRETO STONE PAGAMENTOS,DESINSTALAÇÃO,,2546522.0,6C603793
89551020226001933913,736837533,2019-06-01,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2546746.0,68848476
8955311929904629715,168272854,2019-06-01,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,2546790.0,6C192399
89550532120023807978,628744504,2019-06-01,GOOD,PR - CASCAVEL STONE PAGAMENTOS,DESINSTALAÇÃO,,2549191.0,6C850538
89551010142000973788,951569921,2019-06-01,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,2548924.0,6C919072
89550534120024157363,521638683,2019-06-01,GOOD,RJ - VOLTA REDONDA STONE PAGAMENTOS,DESINSTALAÇÃO,,2549627.0,6c572158
89550534110019926633,891354516,2019-06-01,GOOD,MS - DOURADOS STONE PAGAMENTOS,DESINSTALAÇÃO,,2549847.0,6C177022
89550312000137717857,891354516,2019-06-01,GOOD,MS - DOURADOS STONE PAGAMENTOS,DESINSTALAÇÃO,,2549899.0,51617942
89551025142004372220,278027409,2019-06-01,GOOD,SC - BRUSQUE STONE PAGAMENTOS,DESINSTALAÇÃO,,2549911.0,6C924780
89550534110019928142,908920369,2019-06-01,GOOD,MS - DOURADOS STONE PAGAMENTOS,DESINSTALAÇÃO,,2550111.0,6c923993
89550534110019928217,908920369,2019-06-01,GOOD,MS - DOURADOS STONE PAGAMENTOS,DESINSTALAÇÃO,,2550114.0,6c579373
89550534110019928183,908920369,2019-06-01,GOOD,MS - DOURADOS STONE PAGAMENTOS,DESINSTALAÇÃO,,2550118.0,6C189798
89551022142003095692,470304580,2019-06-01,GOOD,SC - SAO JOSE STONE PAGAMENTOS,DESINSTALAÇÃO,,2550011.0,51317597
89551022242001831252,122696420,2019-06-01,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2550447.0,6C201059
89551022142003492261,148196560,2019-06-01,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2550457.0,6C569035
89550534110018198689,192981473,2019-06-01,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,DESINSTALAÇÃO,,2550979.0,6C834599
89551025342000113038,187846498,2019-06-01,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,2546806.0,6C631837
89551022342000619243,187401237,2019-06-01,EM PRODUÇÃO,SP - SJC STONE PAGAMENTOS,TROCA,51538682,2545354.0,
89551025142008857200,156949248,2019-06-01,EM PRODUÇÃO,SC - ITAJAI STONE PAGAMENTOS,TROCA,68899277,2546127.0,
89550534150008774925,189494836,2019-06-01,EM PRODUÇÃO,BA - FEIRA DE SANTANA STONE PAGAMENTOS,TROCA,51755640,2545767.0,
89550532150014896045,108990076,2019-06-01,EM PRODUÇÃO,DF - BRASILIA STONE PAGAMENTOS,TROCA,6C585886,2545874.0,
89550534110021262316,199523101,2019-06-01,EM PRODUÇÃO,AL - MACEIO STONE PAGAMENTOS,TROCA,6C856753,2546006.0,
89550532120023812937,882228915,2019-06-01,EM PRODUÇÃO,SP - ITU STONE PAGAMENTOS,TROCA,6C850566,2546043.0,
89551020142001472465,522129626,2019-06-01,EM PRODUÇÃO,SP - RIBEIRAO PRETO STONE PAGAMENTOS,TROCA,6G947071,2546087.0,
8955311929881047964,984602779,2019-06-01,EM PRODUÇÃO,RS - PORTO ALEGRE CENTRO STONE PAGAMENTOS,TROCA,51535223,2546070.0,
89550534120014250459,869520375,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,68828551,2546181.0,
89550534180025105894,869520375,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,68830433,2546170.0,
89550532180051363914,145337896,2019-06-01,EM PRODUÇÃO,SP - BOTUCATU STONE PAGAMENTOS,TROCA,6C638304,2546177.0,
89551022142002656445,358019374,2019-06-01,EM PRODUÇÃO,SP - FRANCA STONE PAGAMENTOS,TROCA,68880597,2546192.0,
8955311929807824603,138208483,2019-06-01,EM PRODUÇÃO,RS - SANTA MARIA STONE PAGAMENTOS,TROCA,6G941179,2546231.0,
89551021142001285791,163597567,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,6G450285,2546228.0,
8955311929807824553,811489900,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,6G937326,2546201.0,
89551017142001723540,855085226,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,51757062,2546208.0,
89551022342000694220,982746268,2019-06-01,EM PRODUÇÃO,DF - BRASILIA STONE PAGAMENTOS,TROCA,51498285,2546262.0,
89551025142005681801,139757474,2019-06-01,EM PRODUÇÃO,PE - JABOATAO DOS GUARARAPES STONE PAGAMENTOS,TROCA,6G661849,2546327.0,
89551022142002446987,161058715,2019-06-01,EM PRODUÇÃO,SP - ATIBAIA STONE PAGAMENTOS,TROCA,6C611461,2546300.0,
89550534110021258397,178653539,2019-06-01,EM PRODUÇÃO,PB - JOAO PESSOA STONE PAGAMENTOS,TROCA,6G662272,2546346.0,
89550532120024244072,847248416,2019-06-01,EM PRODUÇÃO,PR - CURITIBA NORTE STONE PAGAMENTOS,TROCA,6G938263,2546282.0,
8955311929810916644,716568258,2019-06-01,EM PRODUÇÃO,SP - FRANCA STONE PAGAMENTOS,TROCA,6C189808,2546244.0,
89551020142001467010,164230060,2019-06-01,EM PRODUÇÃO,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,6G929335,2546377.0,
89550534120024193483,110562592,2019-06-01,EM PRODUÇÃO,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,5C231010,2546408.0,
89551018142001162847,356147780,2019-06-01,EM PRODUÇÃO,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,6G434382,2546418.0,
89550534110021260633,447505038,2019-06-01,EM PRODUÇÃO,PB - JOAO PESSOA STONE PAGAMENTOS,TROCA,6G661012,2546429.0,
89551020142001525726,197744320,2019-06-01,EM PRODUÇÃO,MG - JUIZ DE FORA STONE PAGAMENTOS,TROCA,6c624358,2546456.0,
89550312000158313446,173273189,2019-06-01,EM PRODUÇÃO,RJ - ZONA OESTE STONE PAGAMENTOS,TROCA,5C231783,2546517.0,
89551022142003505021,197434351,2019-06-01,EM PRODUÇÃO,SC - JARAGUA DO SUL STONE PAGAMENTOS,TROCA,6G664890,2546306.0,
89550531180051551840,540270211,2019-06-01,EM PRODUÇÃO,RJ - PETROPOLIS STONE PAGAMENTOS,TROCA,6G946458,2546551.0,
89550312000146965232,205814625,2019-06-01,EM PRODUÇÃO,RS - SANTA MARIA STONE PAGAMENTOS,TROCA,6G941238,2546247.0,
89550534150014370965,200917006,2019-06-01,EM PRODUÇÃO,SE - ARACAJU STONE PAGAMENTOS,TROCA,6G663036,2546543.0,
89551020142001153792,147554476,2019-06-01,EM PRODUÇÃO,SP - ARAÇATUBA STONE PAGAMENTOS,TROCA,6C231143,2546524.0,
89550531190028282494,199372621,2019-06-01,EM PRODUÇÃO,SP - SOROCABA STONE PAGAMENTOS,TROCA,51617765,2546664.0,
89551018142000872081,196891902,2019-06-01,EM PRODUÇÃO,MG - GUAXUPE FRANQUIA,TROCA,6C196381,2546661.0,
89551017142001595948,211310933,2019-06-01,EM PRODUÇÃO,DF - BRASILIA STONE PAGAMENTOS,TROCA,6C931750,2546688.0,
89550534120024183971,566118158,2019-06-01,EM PRODUÇÃO,PR - SAO JOSE DOS PINHAIS STONE PAGAMENTOS,TROCA,5C230266,2546713.0,
89550532190043597685,140633064,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,51508983,2546772.0,
89551020142001525825,857406313,2019-06-01,EM PRODUÇÃO,RS - NOVO HAMBURGO STONE PAGAMENTOS,TROCA,68887036,2546627.0,
89551017142000447398,170065100,2019-06-01,EM PRODUÇÃO,SP - JARDINS STONE PAGAMENTOS,TROCA,6C939099,2546695.0,
8955311929808036835,305822498,2019-06-01,EM PRODUÇÃO,GO - RIO VERDE STONE PAGAMENTOS,TROCA,6G662697,2546460.0,
89550534120024176868,101949211,2019-06-01,EM PRODUÇÃO,MG - UBERLANDIA STONE PAGAMENTOS,TROCA,5C232133,2546797.0,
89551020142001480369,187961059,2019-06-01,EM PRODUÇÃO,BA - SALVADOR STONE PAGAMENTOS,TROCA,5C233195,2546827.0,
89550534110018605931,354690641,2019-06-01,EM PRODUÇÃO,SP - SAO JOSE DO RIO PRETO STONE PAGAMENTOS,TROCA,6G941570,2546857.0,
89551020142001480377,148546217,2019-06-01,EM PRODUÇÃO,BA - SALVADOR STONE PAGAMENTOS,TROCA,6G662104,2546874.0,
89550531150006923758,180709032,2019-06-01,EM PRODUÇÃO,SC - SAO JOSE STONE PAGAMENTOS,TROCA,6C578236,2546895.0,
89550312000158312471,114967520,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,68827824,2546914.0,
89550534150014379255,876342753,2019-06-01,EM PRODUÇÃO,PB - CAMPINA GRANDE STONE PAGAMENTOS,TROCA,6G289381,2546901.0,
89551018142000157053,108031868,2019-06-01,EM PRODUÇÃO,GO - CATALAO STONE PAGAMENTOS,TROCA,6G938385,2546835.0,
89551022142003491172,193973903,2019-06-01,EM PRODUÇÃO,SP - COTIA STONE PAGAMENTOS,TROCA,6G927696,2546938.0,
89550532110019438854,170065100,2019-06-01,EM PRODUÇÃO,SP - JARDINS STONE PAGAMENTOS,TROCA,6C613727,2547093.0,
89550532120024356066,975452501,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,6C851484,2547103.0,
89550534110021264916,203187179,2019-06-01,EM PRODUÇÃO,RS - BENTO GONCALVES STONE PAGAMENTOS,TROCA,6C936856,2546924.0,
89551017142001576047,769888520,2019-06-01,EM PRODUÇÃO,BA - SALVADOR STONE PAGAMENTOS,TROCA,6C231922,2547119.0,
89551020142001417247,999209974,2019-06-01,EM PRODUÇÃO,SC - CHAPECO STONE PAGAMENTOS,TROCA,6G930887,2547143.0,
89550312000151060481,161344365,2019-06-01,EM PRODUÇÃO,MT - RONDONOPOLIS STONE PAGAMENTOS,TROCA,68879128,2547174.0,
89551020142001522707,736807273,2019-06-01,EM PRODUÇÃO,RJ - ZONA SUL RIO STONE PAGAMENTOS,TROCA,6G650239,2547176.0,
89551025142000742756,177549816,2019-06-01,EM PRODUÇÃO,SP - PRES PRUDENTE STONE PAGAMENTOS,TROCA,5C232813,2547217.0,
89551020142001487455,166668202,2019-06-01,EM PRODUÇÃO,SP - SJC STONE PAGAMENTOS,TROCA,6C864586,2546689.0,
89550534120024190257,156427370,2019-06-01,EM PRODUÇÃO,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,6G939370,2547243.0,
89550534150009192416,124287955,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,6C584593,2547324.0,
89551020142001413519,374927376,2019-06-01,EM PRODUÇÃO,SP - TATUI STONE PAGAMENTOS,TROCA,5C231554,2547153.0,
89550532180052953804,160298075,2019-06-01,EM PRODUÇÃO,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,6G656897,2547258.0,
89550534150009201514,212099696,2019-06-01,EM PRODUÇÃO,SC - CRICIUMA STONE PAGAMENTOS,TROCA,51762730,2547248.0,
89551020142001527631,132518007,2019-06-01,EM PRODUÇÃO,SC - CRICIUMA STONE PAGAMENTOS,TROCA,6G662560,2547367.0,
89551022342000227278,155094627,2019-06-01,EM PRODUÇÃO,SP - SJC STONE PAGAMENTOS,TROCA,6G929738,2547478.0,
89550534180025047773,959384307,2019-06-01,EM PRODUÇÃO,RJ - CAMPOS STONE PAGAMENTOS,TROCA,6G664314,2547167.0,
89551022242001867702,155094627,2019-06-01,EM PRODUÇÃO,SP - SJC STONE PAGAMENTOS,TROCA,6C219053,2547508.0,
89551020142001169228,638465501,2019-06-01,EM PRODUÇÃO,SP - CATANDUVA STONE PAGAMENTOS,TROCA,6C104976,2547571.0,
8955311929808169016,106905378,2019-06-01,EM PRODUÇÃO,RN - NATAL STONE PAGAMENTOS,TROCA,5C229738,2547593.0,
89551018142001079991,119480700,2019-06-01,EM PRODUÇÃO,DF - BRASILIA STONE PAGAMENTOS,TROCA,6G944227,2547648.0,
89551025142010967641,110851010,2019-06-01,EM PRODUÇÃO,SP - TAUBATE STONE PAGAMENTOS,TROCA,6G937459,2547712.0,
89550532180051953169,202236183,2019-06-01,EM PRODUÇÃO,SP - MOOCA STONE PAGAMENTOS,TROCA,5C231702,2547733.0,
89551025142012025661,100814066,2019-06-01,EM PRODUÇÃO,SE - ARACAJU STONE PAGAMENTOS,TROCA,5C201308,2547756.0,
89550534110018248773,123005598,2019-06-01,EM PRODUÇÃO,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,5C232824,2547552.0,
89551020142001413493,111510521,2019-06-01,EM PRODUÇÃO,SP - TATUI STONE PAGAMENTOS,TROCA,5C232059,2547960.0,
89551020142001413485,111510521,2019-06-01,EM PRODUÇÃO,SP - TATUI STONE PAGAMENTOS,TROCA,5C231772,2547989.0,
89551022142002629384,125782495,2019-06-01,EM PRODUÇÃO,SP - SJC STONE PAGAMENTOS,TROCA,6G274857,2547968.0,
89550531150006956790,143265500,2019-06-01,EM PRODUÇÃO,ES - VITORIA STONE PAGAMENTOS,TROCA,6C569217,2548027.0,
89550534120024172552,204554540,2019-06-01,EM PRODUÇÃO,RJ - ZONA OESTE STONE PAGAMENTOS,TROCA,6C840983,2548047.0,
8955316929834184414,148259320,2019-06-01,EM PRODUÇÃO,SP - MOGI STONE PAGAMENTOS,TROCA,6G939756,2548133.0,
89550534110021282793,143265500,2019-06-01,EM PRODUÇÃO,ES - VITORIA STONE PAGAMENTOS,TROCA,51321605,2548069.0,
89550532180052859506,541221789,2019-06-01,EM PRODUÇÃO,SP - ASSIS STONE PAGAMENTOS,TROCA,51539426,2548145.0,
89550534110021254834,284823474,2019-06-01,EM PRODUÇÃO,PB - CAMPINA GRANDE STONE PAGAMENTOS,TROCA,68343216,2548170.0,
89551020142001452954,196347572,2019-06-01,EM PRODUÇÃO,SP - EMBU DAS ARTES STONE PAGAMENTOS,TROCA,6G929072,2548185.0,
89550534120014250376,175972871,2019-06-01,EM PRODUÇÃO,SC - ITAJAI STONE PAGAMENTOS,TROCA,5C197114,2548190.0,
89551020142001465766,138986280,2019-06-01,EM PRODUÇÃO,RS - CANOAS STONE PAGAMENTOS,TROCA,6G927356,2548346.0,
89551025142003766604,115611795,2019-06-01,EM PRODUÇÃO,RJ - MACAE STONE PAGAMENTOS,TROCA,68838182,2548372.0,
89551022242000946424,199904068,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,51665772,2548387.0,
89550534110021256417,204072434,2019-06-01,EM PRODUÇÃO,RS - CAXIAS DO SUL STONE PAGAMENTOS,TROCA,6g277421,2548531.0,
89551020142001427790,185681499,2019-06-01,EM PRODUÇÃO,RJ - ZONA OESTE STONE PAGAMENTOS,TROCA,5C230358,2546886.0,
89551020142001418948,164626497,2019-06-01,EM PRODUÇÃO,GO - ANAPOLIS STONE PAGAMENTOS,TROCA,6G929564,2547079.0,
89551018142001576228,289251707,2019-06-01,EM PRODUÇÃO,SP - SAO VICENTE STONE PAGAMENTOS,TROCA,5C231142,2547766.0,
89551025142011963417,168389849,2019-06-01,EM PRODUÇÃO,DF - BRASILIA STONE PAGAMENTOS,TROCA,6C931792,2548383.0,
89551025142001255931,125238609,2019-06-01,EM PRODUÇÃO,MG-MINAS CARD MONTES CLAROS,TROCA,51499047,2548287.0,
89551022342000129946,125238609,2019-06-01,EM PRODUÇÃO,MG-MINAS CARD MONTES CLAROS,TROCA,51673463,2548311.0,
89550532180053020165,671969909,2019-06-01,EM PRODUÇÃO,SC - JARAGUA DO SUL STONE PAGAMENTOS,TROCA,6G649306,2548538.0,
89551021142001274472,687142801,2019-06-01,EM PRODUÇÃO,SC - BLUMENAU STONE PAGAMENTOS,TROCA,6G435992,2547232.0,
89551017142001291324,116784060,2019-06-01,EM PRODUÇÃO,SP - OSASCO STONE PAGAMENTOS,TROCA,6G448831,2548698.0,
89551020142001402785,166720423,2019-06-01,EM PRODUÇÃO,PR - CAMPO MOURAO STONE PAGAMENTOS,TROCA,6C918591,2546237.0,
89551012226001101636,206537133,2019-06-01,EM PRODUÇÃO,RJ - BOTAFOGO STONE PAGAMENTOS,TROCA,51538833,2546813.0,
89551022242000868610,187662431,2019-06-01,EM PRODUÇÃO,SC - BRUSQUE STONE PAGAMENTOS,TROCA,6C638060,2548295.0,
8955312929901274068,194930041,2019-06-01,EM PRODUÇÃO,SP - MOGI STONE PAGAMENTOS,TROCA,51317941,2548832.0,
89551021142001268490,624733377,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,51494575,2548199.0,
89550531190028689516,409202508,2019-06-01,EM PRODUÇÃO,PR - CURITIBA SUL STONE PAGAMENTOS,TROCA,6c571150,2548399.0,
89550532120024410384,176229970,2019-06-01,EM PRODUÇÃO,RS - GRAMADO STONE PAGAMENTOS,TROCA,6C623427,2548841.0,
89551025142007745323,833453009,2019-06-01,EM PRODUÇÃO,PR - FOZ DO IGUAÇU STONE PAGAMENTOS,TROCA,51538549,2548959.0,
89551020142001477811,280715453,2019-06-01,EM PRODUÇÃO,PB - JOAO PESSOA STONE PAGAMENTOS,TROCA,5C235635,2546037.0,
89550532190041780226,404972937,2019-06-01,EM PRODUÇÃO,SP - SAO JOSE DO RIO PRETO STONE PAGAMENTOS,TROCA,51756393,2546872.0,
89551020142001195041,139293125,2019-06-01,EM PRODUÇÃO,BA - FEIRA DE SANTANA STONE PAGAMENTOS,TROCA,51665361,2547589.0,
89551025342000702731,156681212,2019-06-01,EM PRODUÇÃO,GO - VALPARAISO DE GOIAS STONE PAGAMENTOS,TROCA,6G647829,2548943.0,
89551020142001471848,203084634,2019-06-01,EM PRODUÇÃO,SP - TAUBATE STONE PAGAMENTOS,TROCA,6G938481,2546452.0,
89550532120023798334,129137815,2019-06-01,EM PRODUÇÃO,RS - BENTO GONCALVES STONE PAGAMENTOS,TROCA,6C928261,2546883.0,
89550531180046374472,194753126,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,6C200912,2548374.0,
89550532180052459133,194753126,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,6C186862,2548400.0,
89550539180007076217,106821643,2019-06-01,EM PRODUÇÃO,SP - CENTRO 1 STONE PAGAMENTOS,TROCA,6G939326,2548822.0,
89550534150009204310,102058303,2019-06-01,EM PRODUÇÃO,SP - CAMPINAS STONE PAGAMENTOS,TROCA,6C843645,2548791.0,
89550534110021257050,163922524,2019-06-01,EM PRODUÇÃO,MT - SINOP STONE PAGAMENTOS,TROCA,6C924974,2549195.0,
89551025142005880619,538567359,2019-06-01,EM PRODUÇÃO,RJ - BOTAFOGO STONE PAGAMENTOS,TROCA,6C202501,2548899.0,
89551020142001197278,120728772,2019-06-01,EM PRODUÇÃO,RN - NATAL STONE PAGAMENTOS,TROCA,5C234196,2549213.0,
89550534150014378851,125189523,2019-06-01,EM PRODUÇÃO,PA - BELEM STONE PAGAMENTOS,TROCA,51305603,2549355.0,
89550312000139277199,142556093,2019-06-01,EM PRODUÇÃO,BA - TEIXEIRA DE FREITAS FRANQUIA,TROCA,51534499,2549423.0,
89551022242002548962,401258423,2019-06-01,EM PRODUÇÃO,SC - JOINVILLE STONE PAGAMENTOS,TROCA,5C230534,2549427.0,
89550534150009115268,207216739,2019-06-01,EM PRODUÇÃO,PR - APUCARANA STONE PAGAMENTOS,TROCA,6G656990,2546600.0,
89550312000157879421,525554081,2019-06-01,EM PRODUÇÃO,PR - APUCARANA STONE PAGAMENTOS,TROCA,6C860299,2547177.0,
89551020142001378845,159743841,2019-06-01,EM PRODUÇÃO,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,6G944438,2548013.0,
89551020142001157298,580428932,2019-06-01,EM PRODUÇÃO,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,6G665482,2548218.0,
89551020142001417460,173784412,2019-06-01,EM PRODUÇÃO,RJ - SAQUAREMA STONE PAGAMENTOS,TROCA,6G930992,2549416.0,
89551018142000069761,126370207,2019-06-01,EM PRODUÇÃO,RS - ERECHIM STONE PAGAMENTOS,TROCA,6C612497,2549440.0,
89551022342000128492,112206943,2019-06-01,EM PRODUÇÃO,SP - MARILIA STONE PAGAMENTOS,TROCA,6G658315,2549505.0,
89550534150008557072,110689110,2019-06-01,EM PRODUÇÃO,SP - SAO CARLOS STONE PAGAMENTOS,TROCA,51302275,2547141.0,
89551018142000507489,110689110,2019-06-01,EM PRODUÇÃO,SP - SAO CARLOS STONE PAGAMENTOS,TROCA,51508861,2547164.0,
89550532180052957052,140536633,2019-06-01,EM PRODUÇÃO,SP - ASSIS STONE PAGAMENTOS,TROCA,51534712,2549170.0,
