ccid,customer,date_check,logistic_status,provider,serviceGroup,installedTerminalSerialNumber,orderNumber,uninstalledTerminalSerialNumber
89550532110019351743,118733293,2019-05-17,EM PRODUÇÃO,PE - RECIFE STONE PAGAMENTOS,INSTALAÇÃO,,,
89551018142000185484,174081730,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89551018142000066098,179066493,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89550532180053009770,493662173,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89550312000147113709,128126718,2019-05-17,EM PRODUÇÃO,SC - BALNEARIO STONE PAGAMENTOS,INSTALAÇÃO,,,
89551018142001161336,128126718,2019-05-17,EM PRODUÇÃO,SC - BALNEARIO STONE PAGAMENTOS,INSTALAÇÃO,,,
89550532190042253132,126503984,2019-05-17,EM PRODUÇÃO,SP - CARAGUATATUBA STONE PAGAMENTOS,INSTALAÇÃO,,,
89550312000147113766,128126718,2019-05-17,EM PRODUÇÃO,SC - BALNEARIO STONE PAGAMENTOS,INSTALAÇÃO,,,
89551021142001245647,356392373,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89551018142001164702,128126718,2019-05-17,EM PRODUÇÃO,SC - BALNEARIO STONE PAGAMENTOS,INSTALAÇÃO,,,
89551018142001886544,146676189,2019-05-17,EM PRODUÇÃO,SP - PINHEIROS STONE PAGAMENTOS,INSTALAÇÃO,,,
89551021142001242305,146676189,2019-05-17,EM PRODUÇÃO,SP - PINHEIROS STONE PAGAMENTOS,INSTALAÇÃO,,,
89551022242001888435,144356811,2019-05-17,EM PRODUÇÃO,SP - OURINHOS STONE PAGAMENTOS,INSTALAÇÃO,,,
89550531190027288484,430792926,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89551025342000151699,131340441,2019-05-17,EM PRODUÇÃO,STONE PAGAMENTOS,INSTALAÇÃO,,,
89551022242001845849,154654794,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150006863228,103930796,2019-05-17,GOOD,PB - JOAO PESSOA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142004184336,134784389,2019-05-17,GOOD,SC - BRUSQUE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000087160249,687465529,2019-05-17,GOOD,SC - FLORIANOPOLIS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242000941847,183286539,2019-05-17,GOOD,RJ - VOLTA REDONDA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022142002352730,283015300,2019-05-17,GOOD,SP - MOOCA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180053006248,666871404,2019-05-17,GOOD,SP - MOGI STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120023799761,458296908,2019-05-17,GOOD,SP - JABOTICABAL STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000571618,300986215,2019-05-17,GOOD,SP - MOGI STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150007225757,300986215,2019-05-17,GOOD,SP - MOGI STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150006893357,446672481,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142001872130,195188065,2019-05-17,GOOD,MG - PATOS DE MINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022342001454616,120526378,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142003056014,151545799,2019-05-17,GOOD,PR - CURITIBA SUL STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242001830999,146953374,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000165350,183621082,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142010388574,183621082,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137013998249,138755642,2019-05-17,GOOD,RN - MOSSORO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150007209439,191752248,2019-05-17,GOOD,SC - CRICIUMA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137013998306,138755642,2019-05-17,GOOD,RN - MOSSORO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137013998298,138755642,2019-05-17,GOOD,RN - MOSSORO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150008780369,185763109,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89555405100005120338,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000122202642,141660543,2019-05-17,GOOD,RJ- STONE REDIRECT,DESINSTALAÇÃO,,,
89550531910008589950,357694664,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001317673,357694664,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000437833,177562001,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142001079553,174081730,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000634025,115220105,2019-05-17,GOOD,SP - ATIBAIA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150006861263,157330412,2019-05-17,GOOD,PB - CAMPINA GRANDE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180050292197,209842763,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022142000360271,113485656,2019-05-17,GOOD,SP - AMERICANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532110019351743,118733293,2019-05-17,GOOD,PE - RECIFE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242002568788,365780051,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142007355339,365780051,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120024244023,191682242,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242002560132,314578806,2019-05-17,GOOD,SP - SOROCABA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000114333,120359894,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242001818382,736842879,2019-05-17,GOOD,SP - BAURU STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000875977,697503002,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000875886,697503002,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001588927,210888594,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150009165875,751624287,2019-05-17,GOOD,PE - OLINDA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180051320245,169527248,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120024266216,214475085,2019-05-17,GOOD,PR - GUARAPUAVA FRANQUIA,DESINSTALAÇÃO,,,
89551080137011115804,169512397,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150015170067,184035010,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150015170232,184035010,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142007308932,179066493,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242002517082,172244218,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150016340446,111891729,2019-05-17,GOOD,PR - FOZ DO IGUAÇU STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000139275839,156091367,2019-05-17,GOOD,RN - MOSSORO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001139820,172096786,2019-05-17,GOOD,SP-STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137011115861,196545808,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001377743,428809528,2019-05-17,GOOD,RN - MOSSORO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022142002348621,196545808,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000121640800,196545808,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000137281185,196545808,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551021142001222299,416520439,2019-05-17,GOOD,SP - BOTUCATU STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180052953945,493662173,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000120501276,117537996,2019-05-17,GOOD,PR - PINHAIS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001574125,391929565,2019-05-17,GOOD,PR - PINHAIS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000064952,199681848,2019-05-17,GOOD,MG - UBERLANDIA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550539180007014283,368881321,2019-05-17,GOOD,SC - CRICIUMA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120024252885,790556404,2019-05-17,GOOD,SP - ARAÇATUBA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142009875318,133928763,2019-05-17,GOOD,SP - TAUBATE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142010411954,133928763,2019-05-17,GOOD,SP - TAUBATE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142001253373,985765020,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000451271,173829426,2019-05-17,GOOD,MT - CUIABA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150015169192,954138093,2019-05-17,GOOD,SP - PINHEIROS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022342000691978,140863109,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551020142001190646,174509079,2019-05-17,GOOD,AP - MACAPA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534180026500911,770899629,2019-05-17,GOOD,MG - SAO LOURENÇO FRANQUIA,DESINSTALAÇÃO,,,
89550222000014226278,687606720,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022142003173424,687606720,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142008859743,113394227,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000506457,139328414,2019-05-17,GOOD,SC - CRICIUMA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531180051504617,181055490,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531180051505895,181055490,2019-05-17,GOOD,MG - GOVERNADOR VALADARES STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142001824727,170195929,2019-05-17,GOOD,SP - BARRETOS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550539180007107475,191682242,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150009165446,114050291,2019-05-17,GOOD,GO - VALPARAISO DE GOIAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000166655,962304492,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180050317283,387278079,2019-05-17,GOOD,SC - CHAPECO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001339131,120135142,2019-05-17,GOOD,RJ - MACAE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137011120424,117961719,2019-05-17,GOOD,CE - JUAZEIRO DO NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531190027278964,105437833,2019-05-17,GOOD,SP - ITAQUERA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180053009523,129415395,2019-05-17,GOOD,SP - GUARA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142002868559,282205802,2019-05-17,GOOD,SC - BALNEARIO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551021142001222646,858168563,2019-05-17,GOOD,GO - RIO VERDE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001339586,157397831,2019-05-17,GOOD,SP - JABAQUARA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022142002634285,356392373,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150016369783,467852785,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551022242000504967,314436646,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142011967590,130540026,2019-05-17,GOOD,RR - BOA VISTA FRANQUIA,DESINSTALAÇÃO,,,
89551025142004162639,687606720,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534180025789689,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142004265416,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534110018627422,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000151059731,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000127118074,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532110019352402,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142005673337,338156560,2019-05-17,GOOD,SP - ZONA NORTE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550539180007086380,133560388,2019-05-17,GOOD,MA - SAO LUIS STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000093050,147024400,2019-05-17,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531180046281297,392985917,2019-05-17,GOOD,SP - ITAQUERA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000122205181,149502868,2019-05-17,GOOD,DF - BRASILIA 2 STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532180051416993,100437325,2019-05-17,GOOD,GO - RIO VERDE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551017142001450912,193907650,2019-05-17,GOOD,SC - BALNEARIO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534150016344125,454588198,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120024219892,454588198,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142004298102,454588198,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534120014250095,454588198,2019-05-17,GOOD,PR - LONDRINA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532110019352725,147024400,2019-05-17,GOOD,RJ - CABO FRIO STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000536199,126385227,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551080137011036208,155487028,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532110019345505,116389129,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551021142001231563,157200162,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550534180026505415,434502646,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000146964284,434502646,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551020226001933335,147859549,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550312000127110824,108231589,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531190027288484,102220727,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000150819,179482454,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551018142000072385,179482454,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025342000151699,173369998,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531180046397044,160993309,2019-05-17,GOOD,STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89551025142007351692,192411413,2019-05-17,GOOD,RJ - RESENDE STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550531150006865033,115184594,2019-05-17,GOOD,RS - CAPAO DA CANOA STONE PAGAMENTOS,DESINSTALAÇÃO,,,
89550532120024233307,116266150,2019-05-17,EM PRODUÇÃO,SP - EMBU DAS ARTES STONE PAGAMENTOS,TROCA,,,
89551018142000500955,858489201,2019-05-17,GOOD,MG - SAO JOAO DEL REY STONE PAGAMENTOS,TROCA,,,
89550534120023741332,149327436,2019-05-17,GOOD,MG - PATOS DE MINAS STONE PAGAMENTOS,TROCA,,,
89550532120023526172,201447453,2019-05-17,GOOD,DF - BRASILIA STONE PAGAMENTOS,TROCA,,,
89550531180051564660,106026346,2019-05-17,GOOD,PE - OLINDA STONE PAGAMENTOS,TROCA,,,
89550531150006888498,863879041,2019-05-17,GOOD,SP - GUARA STONE PAGAMENTOS,TROCA,,,
89551017142001555058,163450838,2019-05-17,GOOD,SC - JARAGUA DO SUL STONE PAGAMENTOS,TROCA,,,
89551025142005866485,192072882,2019-05-17,GOOD,SP - TAUBATE STONE PAGAMENTOS,TROCA,,,
89551017142001455317,146651718,2019-05-17,GOOD,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,,,
89551022242002583985,129970175,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,,,
89551025142002128228,146651718,2019-05-17,GOOD,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,,,
8955319929993152332,247087454,2019-05-17,GOOD,DF - BRASILIA STONE PAGAMENTOS,TROCA,,,
89551017142001631016,109628614,2019-05-17,GOOD,RS - NOVO HAMBURGO STONE PAGAMENTOS,TROCA,,,
89550534180026537160,128711735,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,,,
89551018142000553533,743890661,2019-05-17,GOOD,SP - PAYTEC RT,TROCA,,,
89551080137011112710,146651718,2019-05-17,GOOD,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,,,
89551022242002540449,635171292,2019-05-17,GOOD,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,,,
89550532110020862407,181858075,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,TROCA,,,
89551010326000603129,187715444,2019-05-17,GOOD,SP - SANTO AMARO STONE PAGAMENTOS,TROCA,,,
89551025142010967039,107112712,2019-05-17,GOOD,RJ - NITEROI STONE PAGAMENTOS,TROCA,,,
8955311929880695359,825323923,2019-05-17,GOOD,RS - PORTO ALEGRE CENTRO STONE PAGAMENTOS,TROCA,,,
8955311929888271179,680976688,2019-05-17,GOOD,SP - CAMPINAS STONE PAGAMENTOS,TROCA,,,
89551025142002866264,151545799,2019-05-17,GOOD,PR - CURITIBA SUL STONE PAGAMENTOS,TROCA,,,
8955312929961522026,139589484,2019-05-17,GOOD,MG - UBERABA STONE PAGAMENTOS,TROCA,,,
89551022142003530250,143083620,2019-05-17,GOOD,PR - CURITIBA STONE PAGAMENTOS,TROCA,,,
89551020142001155185,125313780,2019-05-17,GOOD,RS - PORTO ALEGRE STONE PAGAMENTOS,TROCA,,,
89550532180051331200,486668466,2019-05-17,GOOD,RN - NATAL STONE PAGAMENTOS,TROCA,,,
89551021142001284299,163156880,2019-05-17,GOOD,SC - BRUSQUE STONE PAGAMENTOS,TROCA,,,
89550312000121611710,165606341,2019-05-17,GOOD,SP - MOOCA STONE PAGAMENTOS,TROCA,,,
89550539180007023540,590369029,2019-05-17,GOOD,PR - CURITIBA SUL STONE PAGAMENTOS,TROCA,,,
89551018142001507470,212730828,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,TROCA,,,
89551025142005678971,176874865,2019-05-17,GOOD,MG-MINAS CARD VARGINHA,TROCA,,,
89551022242000912103,183450714,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,TROCA,,,
89551022142003550035,471694029,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,,,
89551025342000692643,212730828,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,TROCA,,,
89551022142003060407,156187415,2019-05-17,GOOD,PE - RECIFE STONE PAGAMENTOS,TROCA,,,
89551018142001824958,483974160,2019-05-17,GOOD,RS - PELOTAS STONE PAGAMENTOS,TROCA,,,
89551022142002699981,196579441,2019-05-17,GOOD,DF - BRASILIA STONE PAGAMENTOS,TROCA,,,
89551025142012014616,355072843,2019-05-17,GOOD,BA - FEIRA DE SANTANA STONE PAGAMENTOS,TROCA,,,
89550534120014278518,141928291,2019-05-17,GOOD,RR - BOA VISTA FRANQUIA,TROCA,,,
89551025142011964639,199188289,2019-05-17,GOOD,SP - VILA OLIMPIA STONE PAGAMENTOS,TROCA,,,
89551022142002757631,344303528,2019-05-17,GOOD,DF - BRASILIA 3 STONE PAGAMENTOS,TROCA,,,
89550312000157877912,472700066,2019-05-17,GOOD,SC - JOINVILLE STONE PAGAMENTOS,TROCA,,,
89551022142002667806,115135412,2019-05-17,GOOD,DF - BRASILIA STONE PAGAMENTOS,TROCA,,,
89550532190039336395,115135412,2019-05-17,GOOD,DF - BRASILIA STONE PAGAMENTOS,TROCA,,,
89551021142001323493,543121235,2019-05-17,GOOD,SP - EMBU DAS ARTES STONE PAGAMENTOS,TROCA,,,
89550534110018630301,111007879,2019-05-17,GOOD,RS - CAPAO DA CANOA STONE PAGAMENTOS,TROCA,,,
89551022242001576170,154320215,2019-05-17,GOOD,SP - CENTRO 2 STONE PAGAMENTOS,TROCA,,,
89550312000137301918,118047232,2019-05-17,GOOD,ES - VITORIA STONE PAGAMENTOS,TROCA,,,
89551021142001244301,118047232,2019-05-17,GOOD,ES - VITORIA STONE PAGAMENTOS,TROCA,,,
89550534180025815229,595259269,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,,,
89550531150007201154,316029061,2019-05-17,GOOD,SP - OURINHOS STONE PAGAMENTOS,TROCA,,,
89551022142002696235,653702939,2019-05-17,GOOD,RJ - CAMPOS STONE PAGAMENTOS,TROCA,,,
89551025142003539670,121789870,2019-05-17,GOOD,MG - JUIZ DE FORA STONE PAGAMENTOS,TROCA,,,
8955311929903957653,200008031,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,,,
89550532190043597339,556916160,2019-05-17,GOOD,PR - FOZ DO IGUAÇU STONE PAGAMENTOS,TROCA,,,
89551025142012019854,579423822,2019-05-17,GOOD,PE - RECIFE STONE PAGAMENTOS,TROCA,,,
89551022342000225249,208966838,2019-05-17,GOOD,RS - PASSO FUNDO STONE PAGAMENTOS,TROCA,,,
89551010142001253255,124493046,2019-05-17,GOOD,SP - JARDINS STONE PAGAMENTOS,TROCA,,,
89550312000035983858,111343001,2019-05-17,GOOD,SC - SAO JOSE STONE PAGAMENTOS,TROCA,,,
89551001626000194990,823198589,2019-05-17,GOOD,MG - UBERLANDIA STONE PAGAMENTOS,TROCA,,,
89551025142003242630,411176986,2019-05-17,GOOD,MG - BELO HORIZONTE STONE PAGAMENTOS,TROCA,,,
89551022142002646172,166319468,2019-05-17,GOOD,DF - BRASILIA 3 STONE PAGAMENTOS,TROCA,,,
89550534150008824902,134057624,2019-05-17,GOOD,PA - BELEM STONE PAGAMENTOS,TROCA,,,
89551018142001576210,289251707,2019-05-17,GOOD,SP - SAO VICENTE STONE PAGAMENTOS,TROCA,,,
89550534180025099790,723463090,2019-05-17,GOOD,SP - JABAQUARA STONE PAGAMENTOS,TROCA,,,
89550531190028055163,446496319,2019-05-17,GOOD,PA - BELEM STONE PAGAMENTOS,TROCA,,,
89550534180025096440,209877362,2019-05-17,GOOD,MG - UBERABA STONE PAGAMENTOS,TROCA,,,
89551025342000123193,993825005,2019-05-17,GOOD,SP - CENTRO 1 STONE PAGAMENTOS,TROCA,,,
89551022242000503167,165084181,2019-05-17,GOOD,MG - SAO LOURENÇO FRANQUIA,TROCA,,,
89551017142001460481,878521915,2019-05-17,GOOD,GO - GOIANIA STONE PAGAMENTOS,TROCA,,,
89551025142004270564,134671911,2019-05-17,GOOD,MG - UBERABA STONE PAGAMENTOS,TROCA,,,
89550539180007048851,108505812,2019-05-17,GOOD,SP - MOGI STONE PAGAMENTOS,TROCA,,,
89551018142001576228,289251707,2019-05-17,GOOD,SP - SAO VICENTE STONE PAGAMENTOS,TROCA,,,
8955311929816633474,113523257,2019-05-17,GOOD,MT - CUIABA STONE PAGAMENTOS,TROCA,,,
89551022142002917326,212655427,2019-05-17,GOOD,SC - FLORIANOPOLIS STONE PAGAMENTOS,TROCA,,,
89551022142002653665,118521733,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,,,
89550534150008827319,963879573,2019-05-17,GOOD,RJ - BUNKER 1 STONE PAGAMENTOS,TROCA,,,
89550532120024268766,942824694,2019-05-17,GOOD,MG - PATOS DE MINAS STONE PAGAMENTOS,TROCA,,,
89551018142000971271,166816811,2019-05-17,GOOD,MT - CUIABA STONE PAGAMENTOS,TROCA,,,
89555405100005419953,114460288,2019-05-17,GOOD,GO - GOIANIA STONE PAGAMENTOS,TROCA,,,
89550534110018628016,153374210,2019-05-17,GOOD,SP - MOOCA STONE PAGAMENTOS,TROCA,,,
89550531180051558431,305858833,2019-05-17,GOOD,SE - ARACAJU STONE PAGAMENTOS,TROCA,,,
89551080137014147770,138756879,2019-05-17,GOOD,CE - FORTALEZA STONE PAGAMENTOS,TROCA,,,
89551001126000780252,212018640,2019-05-17,GOOD,SP - BARRA FUNDA STONE PAGAMENTOS,TROCA,,,
8955311929888273217,314703546,2019-05-17,GOOD,SP - MOOCA STONE PAGAMENTOS,TROCA,,,
89551022142002660744,422568370,2019-05-17,GOOD,SC - BLUMENAU STONE PAGAMENTOS,TROCA,,,
89551017142001459301,162955255,2019-05-17,GOOD,ES - VITORIA STONE PAGAMENTOS,TROCA,,,
89550312000146968483,190303273,2019-05-17,GOOD,SC - FLORIANOPOLIS STONE PAGAMENTOS,TROCA,,,
